,sID,buy_date,buy_price,sell_date,sell_price,season,A1,A2,A3,A4,A5,A6,A7,A8,A9,industry,B1,B2,B3,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,avg,EPS,profit
1329,4536,2019-10-01,136.5,2019-12-31,139.5,2019_Q4,0.0,12.25,22.24,8.75,16.72,25.0,4.71,153.47,28.94,其他,1.95,1.62,0.5,3522846,44.93,0.82,0,0.0,41.83,5.74,55.25,2.84,1.35,0.66,0.71,0.49,2.49,3.15,-2.33,24.07,-9.45,0.0,90.0767444344454,9.5,1.021978021978022
1330,4540,2019-10-01,61.1,2019-12-31,51.9,2019_Q4,0.0,-0.62,-1.11,-1.08,-1.63,-1.99,-0.09,59.52,6.59,電機機械,3.73,2.1,-0.03,1917922,44.04,0.79,0,0.0,-0.84,4.22,470.61,0.96,0.93,0.48,0.2,0.25,0.65,-11.65,-38.34,-104.46,-109.97,-0.04,66.19767441860465,-0.64,0.8494271685761047
1331,4551,2019-10-01,165.0,2019-12-31,173.5,2019_Q4,17.91,10.1,28.87,7.45,17.91,24.72,2.6,96.71,21.94,汽車工業,1.26,1.08,0.22,1031720,65.0,1.86,0,0.0,15.03,2.92,309.31,3.31,1.66,0.72,0.32,0.39,0.97,7.42,13.32,9.65,0.69,0.14,97.53720891198445,6.99,1.0515151515151515
1332,4552,2019-10-01,41.1,2019-12-31,42.55,2019_Q4,0.0,8.11,10.88,5.69,10.15,12.74,1.33,63.35,9.66,電機機械,3.61,3.37,0.28,3282584,25.5,0.34,0,0.0,20.14,22.28,129195.0,9.35,1.39,0.75,0.85,0.54,2.41,-0.87,-28.06,-55.63,-72.58,0.07,56.901163056839344,3.22,1.0352798053527978
1333,4555,2019-10-01,52.0,2019-12-31,50.0,2019_Q4,4.4,1.54,2.37,1.39,4.4,6.54,1.76,459.7,22.07,電機機械,1.51,0.84,0.25,573018,34.83,0.53,0,0.0,20.39,6.0,396.6,0.75,1.21,0.52,0.16,0.23,0.49,-5.7,-19.79,-68.37,-115.02,-0.01,58.07906989164129,0.66,0.9615384615384616
1334,4557,2019-10-01,69.0,2019-12-31,70.7,2019_Q4,0.0,10.34,14.34,9.81,13.61,19.99,4.57,163.2,24.22,汽車工業,2.57,2.14,0.63,899629,27.93,0.39,0,0.0,60.39,6.2,180.35,3.14,1.37,0.79,0.61,0.53,1.94,21.7,3.89,12.64,-11.6,0.18,62.002325368482005,5.39,1.0246376811594202
1335,4560,2019-10-01,51.8,2019-12-31,51.9,2019_Q4,18.44,12.82,17.94,12.37,18.44,29.97,4.29,132.61,29.97,電機機械,2.76,2.22,0.7,1024083,28.52,0.4,0,0.0,59.63,2.86,0.0,1.69,1.26,0.69,0.55,0.47,2.12,2.95,-8.92,-29.29,-20.81,0.02,48.56976761928824,4.21,1.001930501930502
1336,4562,2019-10-01,29.25,2019-12-31,23.9,2019_Q4,-2.72,-0.88,-2.42,-2.04,-2.72,-4.02,-1.32,600.51,-10.39,電機機械,1.49,0.82,-0.12,668614,63.73,1.76,0,0.0,-8.28,5.47,470.23,0.5,0.73,0.32,0.26,0.22,0.84,-13.28,-31.3,-114.78,-147.5,0.01,36.26860463342001,-0.95,0.8170940170940171
1337,4566,2019-10-01,49.55,2019-12-31,51.0,2019_Q4,0.0,4.19,9.45,4.65,5.38,6.85,2.58,235.72,13.34,電機機械,1.98,1.48,0.28,1677792,55.64,1.25,0,0.0,17.75,3.84,86.05,2.26,1.51,0.77,0.68,0.54,2.68,3.47,11.65,41.72,-9.91,0.1,43.62674420378929,3.08,1.029263370332997
1338,4720,2019-10-01,13.7,2019-12-31,13.85,2019_Q4,1.46,1.62,3.92,1.66,1.46,1.82,1.7,419.62,6.85,化學工業,1.61,1.14,0.2,592608,58.76,1.42,0,0.0,11.54,13.92,1120.18,3.87,3.0,1.39,0.59,0.74,2.05,0.66,-0.74,125.86,-992.07,0.01,13.084883689880373,0.44,1.010948905109489
1339,4722,2019-10-01,27.75,2019-12-31,27.6,2019_Q4,0.0,10.17,13.32,7.55,7.78,9.36,3.47,141.55,12.24,化學工業,3.04,1.91,0.72,1341827,23.67,0.31,0,0.0,60.78,17.69,712.41,2.98,2.57,1.38,0.84,0.85,3.09,2.28,-9.61,9.59,-6.73,-0.07,26.90116283505462,2.56,0.9945945945945946
1340,4725,2019-10-01,17.05,2019-12-31,12.3,2019_Q4,-11.64,-14.1,-73.36,-20.06,-11.64,-10.84,-1.02,33.97,-3.39,化學工業,1.34,1.04,-0.14,985036,80.78,4.2,0,0.0,-5.93,16.25,248.21,6.86,4.26,1.57,0.48,0.72,1.98,-53.44,-31.62,-456.99,-698.57,-0.26,24.94302332678507,-6.89,0.7214076246334311
1341,4737,2019-10-01,57.6,2019-12-31,80.5,2019_Q4,0.0,3.55,7.63,2.37,7.19,12.76,2.25,259.52,20.32,生技醫療業,1.16,0.87,0.29,214466,53.53,1.15,0,0.0,17.2,2.86,874.06,2.01,2.4,0.88,0.19,0.32,0.54,2.7,8.26,-35.04,-22.79,-0.04,47.61785707019624,1.81,1.3975694444444444
1342,4739,2019-10-01,81.1,2019-12-31,77.5,2019_Q4,0.0,3.45,5.94,2.15,3.78,4.09,4.24,502.84,21.47,化學工業,1.55,0.8,0.64,1045047,41.84,0.72,0,0.0,41.49,32.13,0.0,2.47,3.2,1.36,0.41,0.6,1.13,-2.53,0.93,-56.7,-67.72,-0.04,90.0627906267033,1.4,0.9556103575832307
1343,4746,2019-10-01,33.5,2019-12-31,41.85,2019_Q4,0.0,0.25,0.55,-0.45,0.89,1.26,0.79,1186.37,14.0,生技醫療業,1.11,0.61,0.12,275265,53.61,1.16,0,0.0,5.63,2.5,327.72,1.01,1.83,0.63,0.11,0.2,0.37,-2.21,2.67,-59.6,-136.79,0.1,38.352325528167015,0.12,1.2492537313432837
1344,4755,2019-10-01,41.8,2019-12-31,49.9,2019_Q4,0.0,8.01,10.73,7.54,8.6,10.42,3.34,169.55,17.21,化學工業,1.98,1.52,0.59,958899,25.31,0.34,0,0.0,53.68,8.3,0.0,4.21,2.72,1.32,0.43,0.61,1.73,1.04,-2.79,-18.0,-27.34,-0.03,40.01306397574289,3.57,1.19377990430622
1345,4763,2019-10-01,124.5,2019-12-31,123.5,2019_Q4,0.0,15.12,28.49,13.51,17.98,26.05,4.98,124.88,24.65,化學工業,1.27,1.07,0.41,325599,46.92,0.88,0,0.0,40.25,6.36,166.49,3.4,2.34,1.01,0.51,0.58,1.73,6.29,25.06,141.2,32.85,0.12,126.16279069767442,6.4,0.9919678714859438
1346,4764,2019-10-01,70.2,2019-12-31,68.3,2019_Q4,0.0,6.03,10.32,4.73,6.96,8.63,2.71,185.79,16.6,化學工業,1.98,1.67,0.35,1251188,41.61,0.71,0,0.0,26.91,12.91,708.6,3.6,1.85,0.84,0.67,0.56,2.34,-8.66,-22.81,-67.35,-74.15,-0.06,77.91162783600564,2.36,0.9729344729344729
1347,4766,2019-10-01,146.5,2019-12-31,150.5,2019_Q4,0.0,9.14,15.93,7.36,9.83,13.57,2.61,110.82,13.25,化學工業,2.26,1.81,0.38,6201880,42.62,0.74,0,0.0,23.77,10.38,180.44,3.57,1.98,1.04,0.61,0.63,2.82,1.95,6.81,86.68,85.63,0.06,113.97916666666669,10.16,1.0273037542662116
1348,4807,2019-10-01,28.85,2019-12-31,30.1,2019_Q4,0.0,-5.3,-9.93,-6.46,-5.75,-6.57,-4.96,349.85,-16.8,貿易百貨,1.81,1.46,-0.43,682141,46.61,0.87,0,0.0,-39.81,7.64,2197.09,3.42,1.64,0.83,1.07,0.64,3.47,-24.11,-38.21,-121.39,-109.87,0.15,55.10697670870049,-3.83,1.0433275563258233
1349,4904,2019-10-01,73.4,2019-12-31,72.1,2019_Q4,0.0,8.89,16.89,6.75,14.22,20.88,4.11,180.07,31.38,通信網路業,1.23,1.1,0.97,5125002,47.37,0.9,0,0.0,33.79,5.76,0.0,10.89,5.18,2.14,0.2,0.42,1.47,-4.63,-3.2,-3.62,-7.48,0.06,72.94186081997185,2.68,0.9822888283378745
1350,4906,2019-10-01,25.9,2019-12-31,25.8,2019_Q4,0.0,0.35,0.59,1.36,0.29,0.32,4.54,5429.06,15.72,通信網路業,2.07,1.57,0.61,4934247,40.9,0.69,0,0.0,46.51,23.65,1060.44,4.15,2.49,1.2,0.88,0.79,4.19,0.52,4.17,-187.61,-76.61,-0.09,21.288372039794922,0.53,0.9961389961389963
1351,4912,2019-10-01,113.0,2019-12-31,109.0,2019_Q4,7.81,6.33,19.99,4.51,7.81,9.82,4.39,258.85,21.87,電子零組件業,1.33,1.08,0.34,975506,68.35,2.16,0,0.0,23.96,13.56,589.03,3.16,2.05,0.86,0.65,0.56,2.08,5.14,-16.55,-35.0,-51.33,0.15,156.06976744186048,5.35,0.9646017699115044
1352,4915,2019-10-01,61.0,2019-12-31,63.4,2019_Q4,0.0,5.2,19.05,4.7,3.43,3.88,3.44,239.92,8.96,電子零組件業,1.17,0.86,0.2,5760406,72.71,2.66,0,0.0,17.15,8.98,153.76,5.48,3.58,1.46,1.58,1.08,7.97,-3.12,24.44,42.22,8.29,0.23,42.504651003105685,4.77,1.039344262295082
1353,4916,2019-10-01,33.1,2019-12-31,34.05,2019_Q4,-0.42,-0.4,-0.85,1.4,-0.42,-0.54,2.17,-2308.13,11.94,電腦及週邊設備業,1.59,0.94,0.22,1977053,53.27,1.14,0,0.0,17.15,10.18,127.81,1.61,2.13,0.92,0.68,0.61,2.87,-0.47,-8.33,-108.25,-83.31,-0.09,29.50232559026674,3.97,1.0287009063444108
1354,4919,2019-10-01,49.8,2019-12-31,46.75,2019_Q4,5.64,5.24,7.9,6.47,5.64,9.37,2.24,132.66,7.8,半導體業,3.5,2.81,0.33,5845473,33.74,0.51,0,0.0,20.59,4.61,41.73,2.64,1.48,1.0,1.12,0.73,9.35,97.95,3.26,-22.57,22.05,0.82,40.547674578289644,2.52,0.9387550200803213
1355,4927,2019-10-01,42.2,2019-12-31,46.0,2019_Q4,0.0,7.12,11.29,6.94,8.09,9.99,2.68,152.85,13.12,電子零組件業,1.46,0.94,0.37,1597774,36.95,0.59,0,0.0,29.45,8.81,581.49,3.3,3.12,1.3,0.4,0.58,1.13,23.91,-7.05,0.75,19.34,-0.03,34.243023229199785,4.37,1.0900473933649288
1356,4930,2019-10-01,10.55,2019-12-31,10.85,2019_Q4,0.0,2.02,4.78,2.57,2.43,2.91,0.38,69.99,2.73,電器電纜,2.06,1.82,0.05,4369254,57.81,1.37,0,0.0,2.44,10.0,134.37,5.69,1.72,0.87,0.7,0.58,7.03,-4.9,0.06,-182.08,-156.64,0.15,10.723255845003347,0.46,1.0284360189573458
1357,4934,2019-10-01,4.84,2019-12-31,6.5,2019_Q4,-14.15,-7.9,-18.32,-10.51,-14.15,-13.46,2.26,-126.13,18.32,光電業,0.95,0.9,0.27,-79291,56.87,1.32,0,0.0,17.53,6.6,427.74,12.75,3.39,0.9,0.21,0.35,0.76,-22.7,-14.6,-70.69,-72.28,-0.17,5.351395340852959,-2.42,1.3429752066115703
1358,4935,2019-10-01,73.0,2019-12-31,121.0,2019_Q4,6.28,3.37,5.36,3.73,6.26,7.57,2.32,259.71,16.87,光電業,2.24,1.97,0.35,3076644,37.14,0.59,0,0.0,23.54,8.84,785.94,5.06,1.22,0.65,0.34,0.37,1.04,1.1,-2.54,133.35,10.67,0.14,33.42906978518464,2.63,1.6575342465753424
1359,4938,2019-10-01,54.8,2019-12-31,68.4,2019_Q4,1.24,2.96,8.75,3.17,1.24,1.28,3.35,458.28,6.02,電腦及週邊設備業,1.38,1.07,0.22,130247252,66.13,1.95,0,0.0,20.54,27.44,1855.49,6.06,4.51,1.9,3.48,1.58,11.01,3.65,1.96,41.71,10.61,-0.02,51.46162813763286,7.32,1.248175182481752
1360,4942,2019-10-01,37.35,2019-12-31,41.35,2019_Q4,11.98,9.31,12.84,6.6,11.98,15.51,3.17,136.53,20.29,光電業,3.17,3.01,0.51,5344354,27.48,0.38,0,0.0,46.27,7.34,0.0,9.09,1.16,0.65,0.95,0.52,3.52,1.41,6.72,17.27,-16.97,-0.01,33.66511619922726,4.54,1.107095046854083
1361,4943,2019-10-01,164.5,2019-12-31,175.5,2019_Q4,0.0,5.36,10.37,4.25,10.72,15.82,5.14,344.52,40.96,電子零組件業,1.74,1.56,0.61,2306361,48.32,0.93,0,0.0,38.21,4.17,187.25,4.92,1.33,0.65,0.31,0.36,0.92,33.13,-11.0,-63.12,-74.52,0.25,126.04418608199718,3.09,1.0668693009118542
1362,4952,2019-10-01,33.9,2019-12-31,33.65,2019_Q4,8.46,8.22,11.05,8.09,8.46,12.74,3.03,150.01,13.91,半導體業,3.59,2.92,0.61,1431535,25.64,0.34,0,0.0,48.08,0.0,0.0,2.9,1.54,0.87,0.91,0.64,3.32,-3.21,-7.39,-25.81,-24.45,-0.04,30.680232558139533,2.03,0.9926253687315634
1363,4956,2019-10-01,14.1,2019-12-31,14.2,2019_Q4,-10.59,-4.71,-6.96,-4.53,-10.59,-11.77,1.2,-106.44,11.57,光電業,3.28,2.48,0.34,909587,32.37,0.48,0,0.0,15.48,6.08,372.38,2.22,1.07,0.58,0.21,0.29,0.61,-6.57,1.27,45.2,64.92,-0.08,15.286046560420544,-1.26,1.0070921985815602
1364,4958,2019-10-01,117.5,2019-12-31,143.0,2019_Q4,0.0,10.58,16.38,8.86,12.33,15.94,2.91,109.95,16.25,電子零組件業,2.13,1.91,0.42,44170837,35.41,0.55,0,0.0,32.85,4.74,183.82,6.47,1.89,0.94,0.56,0.57,1.79,15.66,1.83,-0.3,-9.57,0.0,77.50000035485557,9.92,1.2170212765957447
1365,4960,2019-10-01,8.84,2019-12-31,7.3,2019_Q4,0.0,-3.17,-4.65,-3.67,-3.02,-3.14,0.87,-160.61,6.9,光電業,1.3,0.82,0.16,1332344,31.93,0.47,0,0.0,15.93,11.13,513.41,2.89,4.15,1.18,0.34,0.54,1.53,-31.79,16.68,-25.82,-14.14,-0.48,9.107674432355305,-1.03,0.8257918552036199
1366,4961,2019-10-01,37.2,2019-12-31,37.6,2019_Q4,0.0,5.97,9.15,4.99,3.85,4.81,2.95,206.08,8.55,半導體業,2.73,1.95,0.38,3305590,34.75,0.53,0,0.0,35.38,0.0,382.1,2.72,2.15,1.12,3.67,1.0,31.41,5.88,3.55,-20.43,-15.56,-0.08,37.645348748495415,1.89,1.010752688172043
1367,4968,2019-10-01,165.0,2019-12-31,170.0,2019_Q4,8.85,10.21,17.77,8.94,8.85,13.78,2.69,94.3,11.16,半導體業,2.18,1.57,0.23,1172053,42.58,0.74,0,0.0,22.6,10.71,307.9,2.31,1.65,0.91,3.68,0.83,18.09,16.52,3.75,20.91,7.46,0.27,45.8953489259232,3.04,1.0303030303030303
1368,4976,2019-10-01,30.35,2019-12-31,28.4,2019_Q4,0.0,-5.14,-7.17,-3.83,-9.6,-9.93,1.19,-97.33,9.08,光電業,3.79,2.91,0.35,921194,28.3,0.39,0,0.0,17.69,7.56,8221.19,2.47,1.14,0.63,0.29,0.35,0.87,-4.99,-26.58,-1116.73,-285.47,-0.09,32.0372095329817,-0.81,0.9357495881383854
1369,4977,2019-10-01,83.1,2019-12-31,101.5,2019_Q4,12.8,10.96,14.53,9.29,12.8,16.83,8.6,283.38,36.25,通信網路業,2.96,2.12,1.31,1380313,24.62,0.33,0,0.0,126.1,14.31,15887.3,2.24,1.46,0.9,0.71,0.61,2.39,32.48,31.24,30.99,-30.71,0.24,70.79767440086188,4.21,1.2214199759326114
1370,4989,2019-10-01,25.65,2019-12-31,24.35,2019_Q4,1.76,2.06,2.51,1.29,1.76,1.88,-1.55,-312.5,-1.76,電子零組件業,6.02,4.85,-0.53,1572327,17.88,0.22,0,0.0,-36.08,14.28,45.35,4.23,1.73,1.0,1.25,0.76,4.47,-9.72,-7.02,-83.29,-93.2,-0.07,20.63372093023256,0.22,0.9493177387914231
1371,4994,2019-10-01,109.0,2019-12-31,87.5,2019_Q4,0.0,28.09,42.46,27.45,16.61,33.32,12.1,141.83,24.86,資訊服務業,2.77,2.77,1.2,1293966,33.84,0.51,0,0.0,117.72,5.39,291.17,0.0,2.24,1.39,6.41,1.28,232.35,44.83,254.89,-357.97,-275.82,0.55,47.24651150370753,4.48,0.8027522935779816
1372,4999,2019-10-01,41.9,2019-12-31,43.6,2019_Q4,0.0,7.99,9.34,5.14,13.7,19.07,2.4,125.6,24.53,電子零組件業,5.44,4.84,0.81,2128699,14.43,0.17,0,0.0,69.53,4.45,0.0,3.39,0.95,0.56,0.44,0.38,1.43,-2.95,-7.84,-42.96,-68.36,-0.08,46.45930214815362,2.77,1.0405727923627686
1373,5007,2019-10-01,51.2,2019-12-31,57.0,2019_Q4,0.0,12.65,15.29,10.23,15.16,19.31,3.89,127.69,24.11,鋼鐵工業,4.73,2.98,1.38,3426684,17.24,0.21,0,0.0,93.7,8.37,552.87,1.79,1.69,0.97,0.46,0.54,1.32,-1.08,-17.96,-28.45,-28.02,-0.07,50.90000010645665,2.77,1.11328125
1374,5203,2019-10-01,93.3,2019-12-31,112.0,2019_Q4,0.0,4.71,6.19,7.11,17.78,137.56,-0.09,-7.32,19.96,資訊服務業,4.21,4.2,-0.03,2302121,23.92,0.31,0,0.0,-1.44,0.26,907.74,17.11,0.55,0.32,0.15,0.18,1.98,8.85,-7.57,-38.93,-5.67,0.06,67.54883770610012,4.42,1.2004287245444802
1375,5215,2019-10-01,60.7,2019-12-31,62.6,2019_Q4,16.37,13.12,17.45,9.13,16.37,22.9,2.47,73.27,15.97,電腦及週邊設備業,3.47,3.12,0.46,1357613,24.78,0.33,0,0.0,38.79,3.0,8730.0,4.88,1.29,0.74,0.78,0.54,3.1,3.86,13.85,90.2,49.6,0.06,27.5616279424623,4.53,1.031301482701812
1376,5225,2019-10-01,60.0,2019-12-31,56.0,2019_Q4,3.4,6.75,19.11,5.96,3.4,3.96,6.99,403.77,14.71,其他電子業,1.28,1.07,0.46,871230,64.71,1.83,0,0.0,42.09,13.71,6681.73,10.17,4.3,1.77,2.15,1.35,9.38,10.65,14.29,23.59,38.69,0.06,26.233720956846728,4.92,0.9333333333333333
1377,5234,2019-10-01,88.0,2019-12-31,90.6,2019_Q4,0.0,18.45,27.04,16.32,16.61,25.44,5.23,110.86,21.03,光電業,2.28,2.02,0.76,1405185,31.77,0.47,0,0.0,64.38,4.95,0.0,7.15,2.32,1.2,0.78,0.75,2.25,5.17,2.68,1.32,-0.78,0.05,76.87209284582805,6.28,1.0295454545454545
1378,5243,2019-10-01,39.8,2019-12-31,37.0,2019_Q4,0.0,7.29,11.13,5.28,6.47,7.74,5.34,309.5,20.8,光電業,2.2,1.97,0.68,3561361,34.48,0.53,0,0.0,65.48,8.63,2246.2,5.77,2.0,0.99,0.98,0.72,2.93,0.46,-1.91,53.41,-18.26,-0.1,30.13023256701093,2.95,0.9296482412060302
1379,5258,2019-10-01,27.7,2019-12-31,29.5,2019_Q4,0.0,-0.27,-0.71,1.37,-0.27,-0.37,3.95,-5438.73,16.08,電腦及週邊設備業,1.36,0.74,0.26,712917,61.68,1.61,0,0.0,24.07,16.42,253.69,1.53,2.09,0.91,1.29,0.71,6.64,0.35,53.65,-97.89,-109.29,0.14,14.743023295735204,0.19,1.0649819494584838
1380,5269,2019-10-01,480.0,2019-12-31,657.0,2019_Q4,0.0,33.88,45.29,28.94,31.21,62.15,10.91,124.52,45.94,半導體業,3.34,3.0,1.72,1976091,25.2,0.34,0,0.0,167.42,2.78,377.27,3.39,1.56,0.89,1.76,0.74,12.25,10.87,0.64,6.26,3.05,0.07,476.13953488372096,16.04,1.36875
1381,5284,2019-10-01,51.4,2019-12-31,48.4,2019_Q4,9.44,4.09,7.15,3.11,9.44,13.68,1.2,103.53,12.41,其他,1.45,1.16,0.15,417007,42.83,0.75,0,0.0,9.88,7.36,0.0,2.41,1.63,0.82,0.2,0.31,0.67,17.39,18.07,-22.94,-9.83,0.32,53.10238111586798,2.31,0.9416342412451362
1382,5285,2019-10-01,55.3,2019-12-31,64.9,2019_Q4,0.0,5.24,10.85,4.4,5.94,7.06,1.47,110.57,7.9,半導體業,2.64,1.64,0.26,1856000,51.73,1.07,0,0.0,11.2,15.15,109.1,2.23,1.84,0.98,0.58,0.6,1.92,8.94,-11.0,-42.35,-53.09,0.04,69.23255778467933,2.34,1.173598553345389
1383,5288,2019-10-01,126.5,2019-12-31,122.0,2019_Q4,0.0,13.68,21.12,13.97,12.39,15.04,3.4,93.79,13.59,電機機械,1.72,1.33,0.38,1155929,35.2,0.54,0,0.0,36.46,10.94,739.92,4.41,2.67,1.29,0.72,0.76,2.93,6.38,13.46,15.61,-11.47,0.12,98.88372093023256,9.47,0.9644268774703557
1384,5305,2019-10-01,41.2,2019-12-31,39.55,2019_Q4,0.0,1.59,3.3,4.47,3.07,3.97,2.01,493.45,17.38,半導體業,1.49,1.16,0.23,3647674,51.87,1.08,0,0.0,15.13,4.68,208.5,2.08,1.5,0.67,0.28,0.35,2.34,-3.28,-8.24,-70.78,-64.68,0.06,28.090697665547207,1.58,0.9599514563106795
1385,5388,2019-10-01,80.5,2019-12-31,77.7,2019_Q4,0.0,3.77,12.86,4.18,3.1,3.69,1.48,148.4,4.69,通信網路業,1.37,0.99,0.09,5768263,70.68,2.41,0,0.0,7.92,6.6,37.0,3.35,2.34,1.03,1.72,0.84,6.88,9.5,-4.76,9.6,4.88,0.12,60.084883490274116,4.11,0.9652173913043479
1386,5434,2019-10-01,97.5,2019-12-31,105.5,2019_Q4,6.82,9.4,19.36,9.31,5.82,6.64,2.38,95.26,6.11,電子通路業,1.48,1.1,0.2,4195476,51.47,1.06,0,0.0,17.39,33.81,0.0,5.7,3.7,1.7,1.27,1.12,6.0,11.0,9.84,21.37,37.71,0.14,68.92558182117551,9.42,1.082051282051282
1387,5469,2019-10-01,40.8,2019-12-31,43.9,2019_Q4,0.0,5.02,9.94,4.87,8.2,9.98,2.84,213.26,20.18,電子零組件業,1.51,1.14,0.31,12121952,49.54,0.98,0,0.0,21.59,6.58,166.61,3.82,1.79,0.81,0.35,0.42,2.34,28.94,-1.43,52.38,58.27,0.13,23.6976744629616,6.02,1.0759803921568627
1388,5471,2019-10-01,33.8,2019-12-31,32.75,2019_Q4,0.0,9.96,12.03,9.57,11.2,18.62,2.55,100.59,12.06,半導體業,4.39,3.1,0.7,1761077,17.23,0.21,0,0.0,58.14,6.12,0.0,2.16,1.6,0.96,0.6,0.6,3.39,1.61,2.44,28.14,40.97,0.04,28.799999946771674,2.0,0.9689349112426037
1389,5515,2019-10-01,10.0,2019-12-31,10.75,2019_Q4,0.0,2.03,3.98,2.0,2.73,2.99,2.59,538.09,15.21,建材營造,2.93,2.75,0.36,5041901,49.02,0.96,0,0.0,22.25,17.28,441.71,7.84,1.0,0.54,1.44,0.48,28.58,-12.2,-7.22,-51.94,4.69,-0.09,10.097906977631325,0.57,1.075
1390,5519,2019-10-01,14.8,2019-12-31,16.6,2019_Q4,0.0,6.23,12.75,5.81,12.2,14.91,-0.37,-23.19,-1.87,建材營造,4.69,0.51,-0.07,6203790,51.11,1.05,0,0.0,-2.83,38.44,0.0,0.36,0.62,0.38,1.39,0.35,57.51,17.26,70.5,16.3,11.53,0.04,11.709302347759866,2.22,1.1216216216216217
1391,5521,2019-10-01,7.1,2019-12-31,9.44,2019_Q4,0.0,0.07,0.15,-0.21,0.16,0.17,-0.12,-654.55,0.2,建材營造,1.84,1.73,-0.01,3876000,52.45,1.1,0,0.0,-0.91,133.12,47.56,2.15,0.69,0.33,0.94,0.3,5.07,18.62,11.42,-105.19,-232.87,-0.03,8.265581408212354,-0.07,1.3295774647887324
1392,5522,2019-10-01,36.3,2019-12-31,40.3,2019_Q4,0.0,4.83,10.08,3.82,20.3,28.48,1.21,94.67,26.35,建材營造,1.99,0.48,0.1,37939724,52.12,1.09,0,0.0,8.77,18.51,0.0,0.17,0.36,0.19,0.55,0.16,1957.49,1.46,-14.72,31.63,68.99,0.12,35.03255808630655,3.89,1.1101928374655647
1393,5531,2019-10-01,11.0,2019-12-31,10.95,2019_Q4,0.0,4.59,12.4,1.98,19.87,31.88,2.3,210.71,47.94,建材營造,1.62,0.28,0.25,8017050,63.02,1.7,0,0.0,15.34,7.77,41.65,0.16,0.54,0.23,0.16,0.15,0.67,3.47,6.71,126.16,-790.14,-0.09,10.334651126418002,0.07,0.9954545454545454
1394,5533,2019-10-01,15.95,2019-12-31,15.9,2019_Q4,0.0,1.14,2.32,0.63,10.44,14.77,0.17,60.99,8.5,建材營造,1.84,0.13,0.02,4578426,51.04,1.04,0,0.0,1.36,7.36,0.0,0.03,0.22,0.11,0.08,0.07,0.25,-1.41,-27.98,-52.97,-60.61,0.02,16.045348899309026,0.33,0.9968652037617556
1395,5534,2019-10-01,79.5,2019-12-31,81.3,2019_Q4,0.0,10.42,17.9,10.89,32.89,53.53,1.1,40.45,15.53,建材營造,2.5,0.33,0.11,17812884,41.78,0.72,0,0.0,10.09,18.39,2000.83,0.0,0.41,0.22,4.15,0.22,75.97,6.85,-20.55,-24.88,-23.98,0.09,76.56511635004088,10.92,1.0226415094339623
1396,5538,2019-10-01,32.1,2019-12-31,31.65,2019_Q4,7.43,8.93,16.84,6.24,7.43,8.63,2.34,107.18,9.58,鋼鐵工業,2.36,1.34,0.27,3507328,46.98,0.89,0,0.0,20.37,20.86,3925.59,1.82,1.84,0.95,1.77,0.79,6.04,-0.14,-0.89,-10.17,-29.52,-0.04,37.482558316962674,2.67,0.9859813084112149
1397,5607,2019-10-01,21.1,2019-12-31,25.95,2019_Q4,0.0,7.39,15.1,6.87,43.6,112.68,0.65,27.22,16.49,航運業,2.7,2.7,0.24,1924471,51.03,1.04,0,0.0,3.94,3.55,397.45,0.0,0.91,0.63,0.07,0.13,0.95,41.56,33.88,117.5,151.19,0.84,18.852325661237852,3.04,1.2298578199052133
1398,5706,2019-10-01,35.9,2019-12-31,40.4,2019_Q4,0.0,7.47,16.14,9.03,6.27,7.3,4.67,222.43,14.64,觀光事業,1.32,1.32,0.33,412353,53.71,1.16,0,0.0,30.93,42.99,1425.72,0.0,2.84,1.21,1.22,0.86,7.75,5.76,1.96,13.03,-5.41,0.28,35.066278856854105,3.24,1.1253481894150419
1399,5871,2019-10-01,128.5,2019-12-31,138.0,2019_Q4,160.74,4.17,28.08,3.59,35.11,88.39,0.47,41.02,-24.63,其他,1.13,1.13,0.03,42741530,85.13,5.73,0,0.0,2.01,0.0,0.0,0.0,0.29,0.11,0.13,0.08,1.49,15.41,17.16,14.9,12.98,0.24,95.24883731575899,11.65,1.0739299610894941
1400,5906,2019-10-01,12.8,2019-12-31,25.45,2019_Q4,3.39,4.97,17.97,-2.01,3.39,8.03,4.64,348.26,13.88,貿易百貨,1.08,0.61,0.28,62427,72.36,2.62,0,0.0,23.91,3.82,1502.55,1.27,4.13,1.44,1.48,1.02,27.3,2.35,12.76,40.99,-370.85,0.15,11.573488346365993,-0.82,1.9882812499999998
1401,5907,2019-10-01,30.15,2019-12-31,28.2,2019_Q4,0.0,4.91,14.45,2.56,19.37,73.27,1.8,131.9,40.47,貿易百貨,0.77,0.73,0.23,-1720870,66.04,1.94,0,0.0,9.8,1.2,69.91,4.32,3.35,0.7,0.1,0.18,0.63,-9.42,2.86,31.61,-23.29,0.25,32.526744088461236,3.09,0.9353233830845772
1402,6108,2019-10-01,27.1,2019-12-31,26.0,2019_Q4,4.7,3.88,9.86,3.41,4.7,5.49,3.02,337.15,20.56,電子零組件業,1.22,1.06,0.24,1134327,60.69,1.54,0,0.0,21.54,6.79,143.33,5.65,2.11,0.77,0.6,0.52,1.76,-4.31,-11.37,-30.13,-54.65,-0.14,26.72674414168957,2.19,0.959409594095941
