,sID,buy_date,buy_price,sell_date,sell_price,season,A1,A2,A3,A4,A5,A6,A7,A8,A9,industry,B1,B2,B3,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,avg,EPS,profit
0,1101,2020-01-02,44.1,2020-03-31,39.5,2020_Q1,0.0,1.24,2.15,0.96,20.3,27.54,0.52,170.59,44.07,水泥工業,1.53,1.4,0.12,33907266,42.28,0.73,0,0.0,5.01,1.14,15.46,1.13,0.33,0.14,0.02,0.04,0.16,-1.34,-13.33,-11.38,-108.76,-0.02,41.816964149475105,0.53,0.8956916099773242
1,1102,2020-01-02,48.9,2020-03-31,39.4,2020_Q1,0.0,0.67,1.22,0.38,15.39,19.36,0.18,103.61,33.7,水泥工業,1.38,1.26,0.03,26927955,45.35,0.83,0,0.0,1.52,12.51,8.77,0.77,0.21,0.09,0.02,0.03,0.17,-0.08,-32.22,-46.49,-151.79,0.06,44.38660717010498,0.24,0.8057259713701431
2,1103,2020-01-02,22.35,2020-03-31,15.15,2020_Q1,0.0,-0.43,-0.72,-0.6,-32.08,-30.87,0.01,-9.16,11.82,水泥工業,2.71,2.7,0.0,6474003,40.81,0.69,0,0.0,0.1,1.73,2.23,26.49,0.06,0.03,0.0,0.01,0.06,1.45,9.5,183.93,-197.75,0.08,19.139285717691696,-0.33,0.6778523489932886
3,1104,2020-01-02,19.65,2020-03-31,15.8,2020_Q1,0.0,0.3,0.38,0.21,5.38,6.21,-0.03,-41.89,-2.28,水泥工業,1.0,0.92,-0.01,-11532,22.46,0.29,0,0.0,-0.55,3.31,37.79,2.44,0.68,0.22,0.02,0.04,0.14,-3.09,5.6,566.06,-205.5,-0.01,17.531249965940198,0.07,0.8040712468193385
4,1108,2020-01-02,8.37,2020-03-31,6.31,2020_Q1,0.0,1.47,2.54,1.25,9.97,11.95,0.3,80.99,8.85,水泥工業,2.83,0.95,0.05,3415427,42.11,0.73,0,0.0,2.82,4.01,24.09,0.17,0.25,0.14,0.12,0.1,0.43,3.09,32.41,-517.78,-734.99,0.0,7.42035710811615,0.23,0.7538829151732378
5,1109,2020-01-02,20.5,2020-03-31,16.0,2020_Q1,0.0,2.06,2.49,1.34,18.64,25.79,0.74,140.1,48.75,水泥工業,3.44,2.85,0.2,3692180,17.48,0.21,0,0.0,16.51,1.56,228.08,0.64,0.26,0.16,0.05,0.08,0.25,9.05,-14.32,-23.6,-73.3,0.06,17.483035734721593,0.27,0.7804878048780488
6,1110,2020-01-02,17.35,2020-03-31,16.1,2020_Q1,0.0,-0.13,-0.15,-0.32,-3.25,-3.32,0.2,-595.07,19.19,水泥工業,3.48,2.28,0.14,1325661,10.9,0.12,0,0.0,7.32,3.74,27.31,0.43,0.24,0.14,0.01,0.03,1.11,-3.26,-6.98,-186.06,-273.74,-0.03,16.49196423803057,-0.05,0.9279538904899135
7,1201,2020-01-02,25.15,2020-03-31,19.95,2020_Q1,0.0,0.24,0.71,0.13,1.13,1.57,-0.59,-1050.81,-8.54,食品工業,0.84,0.65,-0.06,-1261358,66.93,2.02,0,0.0,-3.71,0.92,18.64,1.37,1.48,0.38,0.08,0.14,0.27,-15.18,-12.47,-411.15,-99.52,-0.08,21.417857153075087,0.05,0.7932405566600398
8,1203,2020-01-02,27.3,2020-03-31,26.2,2020_Q1,17.9,2.94,4.43,2.24,17.74,27.04,0.6,81.59,14.62,食品工業,2.62,1.64,0.13,2813692,33.66,0.51,0,0.0,7.13,2.97,0.0,0.45,0.43,0.24,0.08,0.11,0.35,3.56,6.51,27.98,-50.04,0.01,26.668750013623924,0.5,0.9597069597069596
9,1210,2020-01-02,43.2,2020-03-31,36.95,2020_Q1,0.0,1.72,3.63,1.6,4.5,5.28,0.49,110.53,5.35,食品工業,0.99,0.68,0.04,-176759,52.69,1.11,0,0.0,3.6,4.99,0.0,1.56,1.69,0.57,0.18,0.26,0.71,-3.36,0.8,22.36,-57.27,0.08,39.66339302062988,0.72,0.8553240740740741
10,1213,2020-01-02,6.1,2020-03-31,5.85,2020_Q1,0.0,-1.08,-2.5,-0.96,-17.18,-16.76,-0.43,166.11,-24.99,食品工業,2.41,2.13,-0.22,149953,56.78,1.31,0,0.0,-3.16,1.68,0.0,1.73,0.39,0.19,0.02,0.04,0.07,-7.77,-39.53,1611.19,36.21,-0.07,5.81729543433999,-0.22,0.9590163934426229
11,1215,2020-01-02,66.2,2020-03-31,59.1,2020_Q1,0.0,1.23,2.63,1.32,4.26,4.82,0.32,99.83,4.25,食品工業,0.92,0.73,0.03,-540858,53.34,1.14,0,0.0,2.3,5.23,408.53,2.25,1.8,0.56,0.12,0.2,0.4,10.98,4.09,-33.84,-138.23,0.1,60.827678748539526,0.87,0.8927492447129909
12,1216,2020-01-02,74.2,2020-03-31,65.6,2020_Q1,0.0,1.52,4.02,1.41,6.65,10.12,0.53,137.42,9.9,食品工業,1.09,0.86,0.07,13525655,62.15,1.64,0,0.0,3.37,1.05,15.81,1.38,1.24,0.44,0.09,0.15,0.55,-1.99,0.46,-4.13,-54.38,0.01,71.6535711969648,0.78,0.8840970350404311
13,1217,2020-01-02,7.14,2020-03-31,6.85,2020_Q1,6.66,0.61,1.23,0.21,6.66,9.82,-0.13,-83.87,-5.59,食品工業,0.64,0.49,-0.02,-1245379,50.6,1.02,0,0.0,-1.0,1.56,6.75,0.92,2.37,0.35,0.03,0.06,0.26,-1.39,15.61,231.55,-362.06,-0.01,7.040892856461661,0.05,0.9593837535014006
14,1218,2020-01-02,22.2,2020-03-31,23.05,2020_Q1,0.0,0.88,1.13,1.47,4.12,5.03,0.44,201.13,8.31,食品工業,1.7,1.29,0.09,1151100,21.8,0.28,0,0.0,8.13,3.33,224.23,1.62,0.93,0.43,0.08,0.14,0.72,3.22,6.18,120.45,-4.19,0.0,21.70535710879735,0.26,1.0382882882882885
15,1220,2020-01-02,10.55,2020-03-31,10.05,2020_Q1,0.0,1.39,1.72,0.6,7.15,8.57,1.94,554.44,39.75,食品工業,4.68,3.28,0.59,1494622,19.36,0.24,0,0.0,39.74,5.7,6.95,0.64,0.35,0.21,0.13,0.13,0.43,2.43,-1.83,216.98,20.75,0.02,10.213750038828168,0.09,0.95260663507109
16,1225,2020-01-02,34.75,2020-03-31,32.0,2020_Q1,3.92,1.3,2.65,1.21,3.92,4.31,0.95,276.79,11.27,食品工業,1.66,1.2,0.11,1709147,50.96,1.04,0,0.0,7.06,12.71,29.3,1.46,0.84,0.41,0.2,0.23,0.66,0.74,1.76,-0.83,-19.41,0.12,32.58750023160662,0.36,0.920863309352518
17,1227,2020-01-02,68.4,2020-03-31,61.0,2020_Q1,11.08,2.89,4.24,2.47,11.08,15.48,0.25,32.64,5.43,食品工業,2.53,1.99,0.03,11375239,31.93,0.47,0,0.0,2.95,1.38,17.6,0.8,0.44,0.25,0.24,0.18,0.86,2.41,-9.07,-27.05,-51.19,0.09,65.76607131958008,0.67,0.891812865497076
18,1229,2020-01-02,37.1,2020-03-31,37.25,2020_Q1,5.57,0.25,0.31,0.48,5.57,6.75,0.1,153.23,9.09,食品工業,0.89,0.73,0.02,-871643,19.92,0.25,0,0.0,1.91,3.52,13.32,0.98,0.69,0.2,0.01,0.03,0.31,-1.09,66.64,67.29,-128.85,0.01,36.60803556442261,0.2,1.0040431266846361
19,1231,2020-01-02,41.85,2020-03-31,39.05,2020_Q1,0.0,1.76,3.53,1.32,6.3,7.92,0.62,137.73,9.1,食品工業,1.57,0.99,0.08,1362570,50.15,1.01,0,0.0,4.83,1.83,534.19,0.97,0.82,0.37,0.14,0.19,0.48,5.48,-0.95,30.41,-18.43,0.04,39.891964367457796,0.56,0.9330943847072878
20,1232,2020-01-02,122.0,2020-03-31,109.0,2020_Q1,0.0,5.11,7.43,4.52,8.04,9.22,-1.12,-82.5,-6.63,食品工業,3.1,2.0,-0.15,3663153,31.22,0.45,0,0.0,-13.51,9.22,63.53,1.74,0.9,0.52,1.08,0.44,3.97,3.74,-2.06,-11.47,-10.05,0.13,117.55714293888636,1.66,0.8934426229508197
21,1233,2020-01-02,39.75,2020-03-31,33.55,2020_Q1,0.0,0.35,0.52,0.3,1.7,3.95,0.68,797.65,13.69,食品工業,1.56,0.99,0.14,261518,33.07,0.49,0,0.0,8.4,1.27,63.29,0.51,0.98,0.44,0.07,0.13,0.35,-2.85,-13.96,-84.92,-247.33,-0.05,37.30982116290501,0.08,0.8440251572327043
22,1234,2020-01-02,32.7,2020-03-31,29.9,2020_Q1,1.42,0.12,0.15,0.48,1.42,1.83,0.06,182.64,2.75,食品工業,3.23,0.9,0.02,5264344,20.91,0.26,0,0.0,1.07,2.39,125.26,0.18,0.3,0.17,0.03,0.06,0.2,1.08,-9.14,-25.48,-36.65,-0.01,31.975892850330897,0.27,0.9143730886850152
23,1235,2020-01-02,21.8,2020-03-31,23.6,2020_Q1,-97.97,-0.11,-0.18,-0.31,-97.97,-83.54,-0.07,333.24,-76.84,食品工業,1.98,1.97,-0.01,1443352,39.69,0.66,0,0.0,-0.89,0.18,11.99,0.23,0.0,0.0,0.0,0.0,0.02,-49.0,-10.63,2.57,-50.85,-0.39,22.820535727909636,-0.17,1.0825688073394495
24,1256,2020-01-02,224.0,2020-03-31,176.0,2020_Q1,6.53,0.8,1.17,0.4,6.53,9.95,0.16,77.94,15.57,食品工業,1.58,1.3,0.02,448826,31.82,0.47,0,0.0,1.95,0.57,57.26,0.65,0.44,0.2,0.06,0.08,0.17,6.94,-46.71,-78.99,-109.38,0.09,202.4642857142857,0.35,0.7857142857142857
25,1304,2020-01-02,14.0,2020-03-31,10.05,2020_Q1,8.73,1.39,2.42,0.9,8.73,10.42,0.9,258.12,23.3,塑膠工業,2.67,2.18,0.24,18061048,42.6,0.74,0,0.0,8.41,4.16,24.22,0.97,0.48,0.25,0.07,0.11,0.33,9.39,-15.84,62.98,-96.65,0.0,11.920535734721591,0.2,0.7178571428571429
26,1305,2020-01-02,21.15,2020-03-31,14.15,2020_Q1,0.0,3.36,4.67,2.7,11.78,14.74,0.22,26.63,3.17,塑膠工業,3.14,2.11,0.07,3499150,28.12,0.39,0,0.0,3.18,3.39,22.07,0.84,0.83,0.44,0.12,0.19,0.39,0.63,11.26,130.55,76.47,-0.05,18.356249928474426,0.59,0.6690307328605202
27,1307,2020-01-02,23.8,2020-03-31,17.1,2020_Q1,0.0,1.08,2.08,0.68,6.33,8.23,0.27,97.78,6.62,塑膠工業,1.99,1.54,0.04,4368036,48.04,0.92,0,0.0,2.2,1.69,0.0,0.69,0.4,0.21,0.1,0.12,0.28,-3.57,1.1,21.63,-18.2,0.05,21.033928564616613,0.26,0.7184873949579832
28,1308,2020-01-02,15.9,2020-03-31,13.95,2020_Q1,13.8,1.15,1.85,0.9,13.8,16.82,2.18,779.23,108.43,塑膠工業,1.67,1.45,0.61,1535206,38.11,0.62,0,0.0,23.47,5.75,225.76,1.2,0.49,0.2,0.03,0.05,0.26,-0.99,-23.14,52.43,-268.26,-0.05,14.48839282989502,0.26,0.8773584905660377
29,1309,2020-01-02,11.45,2020-03-31,8.15,2020_Q1,5.31,2.08,3.6,1.8,5.31,5.94,1.62,332.09,18.43,塑膠工業,2.48,2.02,0.29,2661323,42.42,0.74,0,0.0,16.25,7.22,18.73,1.82,0.83,0.42,0.23,0.25,0.89,3.01,-35.7,-25.13,-76.53,-0.11,9.482142916747502,0.43,0.7117903930131005
30,1310,2020-01-02,20.95,2020-03-31,13.7,2020_Q1,0.0,-4.26,-5.17,-3.36,-20.49,-17.41,-1.48,156.45,-32.05,塑膠工業,1.95,1.69,-0.46,1127981,17.56,0.21,0,0.0,-37.95,5.59,174.16,2.82,0.99,0.4,0.07,0.13,0.28,-15.08,-42.13,-200.51,-259.82,-0.21,17.794642942292352,-0.59,0.6539379474940334
31,1312,2020-01-02,19.15,2020-03-31,12.9,2020_Q1,0.0,-0.49,-0.55,0.14,-3.99,-4.15,-0.2,169.02,-7.31,塑膠工業,6.15,5.41,-0.14,9033229,11.81,0.13,0,0.0,-7.0,7.39,31.9,1.42,0.36,0.22,0.05,0.08,0.35,-1.18,-27.96,-138.51,-298.22,-0.04,15.976785796029226,0.02,0.6736292428198434
32,1313,2020-01-02,11.15,2020-03-31,7.97,2020_Q1,-11.85,-2.49,-5.51,-1.87,-11.81,-11.09,-1.08,185.47,-21.24,塑膠工業,1.7,0.98,-0.21,6634720,54.9,1.22,0,0.0,-8.4,5.22,33.5,0.74,0.78,0.33,0.08,0.13,0.36,-9.87,-42.04,387.36,-193.14,-0.12,9.706428604466577,-0.63,0.7147982062780268
33,1314,2020-01-02,9.74,2020-03-31,7.33,2020_Q1,0.0,-0.19,-0.27,0.0,-3.55,-3.72,-0.81,1657.39,-58.34,塑膠工業,2.63,1.54,-0.3,17115482,29.61,0.42,0,0.0,-10.52,2.36,24.15,0.64,0.24,0.14,0.02,0.04,0.17,4.21,-34.86,32.04,-176.19,0.09,8.09999999829701,0.0,0.7525667351129364
34,1315,2020-01-02,47.35,2020-03-31,45.45,2020_Q1,0.0,0.01,0.02,0.09,0.25,0.3,0.07,1921.57,4.71,塑膠工業,4.89,4.38,0.02,4820022,15.81,0.19,0,0.0,1.73,1.66,39.58,0.43,0.1,0.06,0.03,0.04,0.23,-2.12,2.18,-124.26,-437.64,-0.09,48.099107061113635,0.05,0.9598732840549102
35,1319,2020-01-02,46.7,2020-03-31,32.0,2020_Q1,0.0,1.16,1.87,0.88,8.89,12.0,0.8,278.43,24.97,汽車工業,1.2,0.84,0.16,1496611,37.8,0.61,0,0.0,8.57,1.84,12.63,0.87,0.92,0.36,0.04,0.09,0.16,1.17,-9.68,-20.66,-91.89,-0.02,39.2330355984824,0.63,0.6852248394004282
36,1323,2020-01-02,34.0,2020-03-31,29.6,2020_Q1,0.0,2.09,4.74,1.71,14.15,19.22,1.16,208.24,31.08,塑膠工業,3.13,2.45,0.25,1903400,55.86,1.27,0,0.0,7.79,1.15,32.59,0.61,0.33,0.19,0.09,0.1,0.3,-3.9,-9.17,19.7,-32.96,0.15,32.19553600038801,0.74,0.8705882352941177
37,1324,2020-01-02,9.65,2020-03-31,7.8,2020_Q1,1.24,0.28,0.36,0.66,1.24,1.5,1.1,1584.6,19.5,塑膠工業,3.5,2.64,0.24,573562,20.92,0.26,0,0.0,21.51,3.33,70.48,0.76,0.41,0.23,0.15,0.15,0.46,-2.71,-2.8,-186.74,46.79,-0.04,9.106785765716008,0.11,0.8082901554404145
38,1325,2020-01-02,18.55,2020-03-31,37.6,2020_Q1,37.61,7.45,8.39,6.63,37.61,66.1,1.73,87.55,32.59,塑膠工業,6.08,5.23,0.78,917640,11.28,0.13,0,0.0,57.79,4.49,0.0,1.21,0.42,0.27,0.11,0.14,0.31,6.3,118.81,1538.98,729.49,0.13,29.634821380887708,1.45,2.026954177897574
39,1337,2020-01-02,6.08,2020-03-31,3.63,2020_Q1,-75.8,-1.89,-2.0,-1.52,-73.97,-60.26,-0.28,63.57,-46.4,塑膠工業,8.26,7.64,-0.24,2606999,5.81,0.06,0,0.0,-20.65,1.81,9.52,0.71,0.07,0.04,0.01,0.02,0.04,-13.5,-50.81,-32.89,5694.66,-0.14,4.987321393830436,-0.44,0.5970394736842105
40,1338,2020-01-02,67.9,2020-03-31,43.85,2020_Q1,0.0,-0.51,-0.75,-0.09,-4.51,-5.69,0.42,-341.7,20.07,汽車工業,2.11,1.79,0.06,2903812,31.08,0.45,0,0.0,5.66,1.64,0.0,0.66,0.25,0.13,0.06,0.07,0.24,-8.55,-37.61,-144.87,-196.85,-0.09,55.59464274133955,-0.16,0.6458026509572901
41,1339,2020-01-02,56.5,2020-03-31,35.95,2020_Q1,0.0,1.69,2.4,1.14,17.43,25.47,1.09,291.42,51.13,汽車工業,2.09,1.79,0.3,938830,29.59,0.42,0,0.0,16.62,1.7,39.64,0.74,0.37,0.16,0.03,0.06,0.12,2.18,-22.16,1.68,-66.69,-0.2,46.42678574153355,0.94,0.636283185840708
42,1341,2020-01-02,61.7,2020-03-31,57.5,2020_Q1,0.0,4.33,7.66,3.18,13.77,17.7,0.91,81.86,13.93,塑膠工業,1.77,0.95,0.11,587592,43.47,0.77,0,0.0,8.15,5.46,111.97,0.67,0.74,0.37,0.19,0.21,0.55,10.02,8.91,62.38,23.46,0.07,59.14107131958008,1.41,0.9319286871961102
43,1402,2020-01-02,29.9,2020-03-31,22.55,2020_Q1,4.78,0.28,0.64,0.48,3.32,4.05,0.25,342.32,10.67,紡織纖維,0.85,0.68,0.04,-20693447,56.13,1.28,0,0.0,1.7,1.55,12.63,0.96,1.07,0.29,0.03,0.06,0.22,-1.64,-15.64,-49.59,-86.78,0.08,27.173214299338213,0.3,0.754180602006689
44,1410,2020-01-02,32.65,2020-03-31,28.0,2020_Q1,0.0,1.25,1.59,1.15,17.81,27.7,0.43,144.55,24.02,紡織纖維,5.39,5.22,0.2,555830,21.52,0.27,0,0.0,8.38,0.71,12157.9,1.55,0.16,0.09,0.03,0.05,0.32,-14.51,0.96,12.37,-11.29,-0.09,29.370294502803254,0.26,0.8575803981623278
45,1414,2020-01-02,7.3,2020-03-31,5.72,2020_Q1,-10.95,-0.45,-0.65,-0.48,-9.29,-9.22,0.27,-247.46,23.56,紡織纖維,1.52,0.81,0.07,337329,30.95,0.45,0,0.0,3.57,2.0,9.33,0.27,0.32,0.14,0.02,0.03,0.09,-2.7,-0.49,34.36,-442.19,-0.05,6.606964239052363,-0.1,0.7835616438356164
46,1416,2020-01-02,13.4,2020-03-31,9.9,2020_Q1,0.0,-0.34,-0.63,-0.43,-48.76,-391.47,-0.04,45.01,2.06,其他,1.13,0.28,-0.01,119177,45.41,0.83,0,0.0,-0.34,0.14,6.13,0.01,0.09,0.03,0.0,0.0,0.01,-8.69,-11.28,80.63,-181.93,-0.08,12.05727265097878,-0.17,0.7388059701492538
47,1417,2020-01-02,10.15,2020-03-31,7.45,2020_Q1,-24.08,-2.05,-2.36,-1.62,-24.08,-32.75,0.08,-17.2,4.14,紡織纖維,5.67,4.26,0.04,1513479,13.3,0.15,0,0.0,2.65,0.98,251.87,0.25,0.17,0.09,0.05,0.05,0.19,-17.86,-24.45,0.79,-300.0,-0.22,9.275306108046554,-0.32,0.7339901477832512
48,1419,2020-01-02,41.7,2020-03-31,36.4,2020_Q1,5.39,0.21,0.33,0.11,4.55,6.05,-0.08,-146.0,-5.36,紡織纖維,0.64,0.5,-0.01,-1275481,36.42,0.57,0,0.0,-0.84,1.57,37.73,0.62,1.19,0.17,0.01,0.03,1.2,-10.56,40.09,-292.59,-263.28,-0.02,39.86964307512556,0.05,0.8729016786570742
49,1423,2020-01-02,10.45,2020-03-31,9.95,2020_Q1,-99.69,-2.2,-2.4,-1.77,-96.77,-52.54,-0.69,128.46,-125.75,紡織纖維,62.72,27.82,-3.98,1106297,8.62,0.09,0,0.0,-32.73,3.38,12.39,0.12,0.05,0.03,0.01,0.01,0.11,-4.1,-48.86,-1227.85,-418.45,-0.04,10.02624990258898,-0.33,0.9521531100478469
50,1432,2020-01-02,6.85,2020-03-31,4.49,2020_Q1,0.0,0.29,1.63,-0.39,5.01,46.75,0.23,334.7,22.71,貿易百貨,0.88,0.6,0.06,-110364,82.18,4.61,0,0.0,1.19,0.2,24.64,0.08,0.9,0.26,0.02,0.04,0.27,-43.86,4.33,-144.52,23.45,-0.12,5.689642880644118,-0.12,0.6554744525547446
51,1436,2020-01-02,40.0,2020-03-31,36.4,2020_Q1,0.0,0.65,2.42,0.41,17.11,23.76,-1.96,-1075.53,-174.55,建材營造,1.72,0.29,-0.15,3486238,73.15,2.72,0,0.0,-9.53,4.33,2035.96,0.04,0.07,0.04,0.04,0.03,11.5,3.24,-22.62,-20.99,-38.13,0.28,38.63214295251029,0.39,0.9099999999999999
52,1437,2020-01-02,25.35,2020-03-31,18.8,2020_Q1,1176.27,1.13,2.0,0.31,72.07,379.28,0.12,41.44,33.8,其他,7.39,7.32,0.19,1764793,43.65,0.77,0,0.0,1.07,0.0,10.34,0.53,0.09,0.06,0.0,0.01,24.11,4.76,-9.48,1.06,-163.75,0.06,21.88124983651297,0.17,0.7416173570019724
53,1439,2020-01-02,33.05,2020-03-31,30.35,2020_Q1,0.0,-0.3,-0.3,-0.32,-16.9,-16.85,-0.08,90.36,-14.97,紡織纖維,118.18,118.18,-0.39,2291969,0.77,0.01,0,0.0,-34.91,4.03,0.69,0.0,0.02,0.02,0.04,0.01,31.31,52.72,-10.32,-14.28,28.47,0.42,31.72767850330898,-0.08,0.9183055975794252
54,1440,2020-01-02,10.45,2020-03-31,8.15,2020_Q1,0.0,0.05,0.09,0.21,0.43,0.47,-0.19,-1566.03,-5.7,紡織纖維,0.97,0.59,-0.03,-387550,46.99,0.89,0,0.0,-1.58,2.71,18.08,0.52,0.88,0.28,0.04,0.07,0.17,-5.21,-12.62,-115.33,-148.69,0.01,9.684464284351893,0.06,0.7799043062200958
55,1442,2020-01-02,19.8,2020-03-31,14.7,2020_Q1,-4.58,-0.04,-0.09,-0.11,-4.58,-5.86,-0.48,4757.79,-185.49,建材營造,6.07,0.27,-0.11,9823170,58.65,1.42,0,0.0,-3.08,1.64,101964.0,0.01,0.01,0.01,0.04,0.01,2.77,-2.82,-36.26,4.78,213.99,0.14,17.668749945504324,-0.04,0.7424242424242423
56,1444,2020-01-02,9.58,2020-03-31,6.5,2020_Q1,0.0,-0.33,-0.58,-2.09,-2.48,-2.59,0.19,-233.03,6.4,紡織纖維,1.1,0.7,0.02,608585,42.67,0.74,0,0.0,1.82,3.11,0.0,0.56,0.7,0.26,0.05,0.09,0.23,-12.83,-23.33,-183.55,-525.69,-0.04,8.493928602763585,0.0,0.6784968684759917
57,1445,2020-01-02,7.26,2020-03-31,7.1,2020_Q1,-1.34,-0.21,-0.25,-0.09,-1.32,-1.45,0.32,-623.6,8.22,紡織纖維,5.9,2.81,0.17,769675,16.15,0.19,0,0.0,8.12,3.34,40.96,0.37,0.37,0.22,0.07,0.1,0.24,-4.76,-18.87,-51.54,-90.47,-0.05,7.006964300359996,-0.01,0.977961432506887
58,1447,2020-01-02,6.99,2020-03-31,5.21,2020_Q1,0.0,-1.35,-2.56,-0.78,-8.14,-7.94,-0.65,197.83,-16.09,紡織纖維,1.07,0.71,-0.06,526672,47.26,0.9,0,0.0,-5.66,3.31,0.0,0.63,0.66,0.24,0.07,0.11,0.32,-14.37,-24.44,-401.9,-538.37,-0.05,6.307321386677878,0.0,0.7453505007153075
59,1449,2020-01-02,12.05,2020-03-31,9.79,2020_Q1,-13.95,-0.88,-6.24,-0.98,-13.95,-14.72,-0.9,413.09,-47.85,紡織纖維,0.64,0.3,-0.08,-1025920,85.85,6.07,0,0.0,-4.25,0.92,4.72,0.29,1.03,0.14,0.02,0.04,1.03,9.52,-25.32,-2320.8,-442.83,-0.03,11.324821455138071,-0.5,0.8124481327800829
60,1451,2020-01-02,21.1,2020-03-31,14.15,2020_Q1,-5.94,-1.28,-1.68,-2.53,-5.93,-6.04,-0.48,158.52,-9.33,紡織纖維,3.62,1.82,-0.12,3981239,23.55,0.31,0,0.0,-8.65,2.27,53.86,0.47,0.4,0.22,0.13,0.14,0.67,-13.76,-10.63,598.24,-5215.0,-0.11,19.307142870766775,-1.17,0.6706161137440758
61,1452,2020-01-02,18.65,2020-03-31,16.3,2020_Q1,0.0,0.97,1.03,0.14,6.87,7.98,0.1,42.22,2.38,紡織纖維,16.77,13.72,0.1,1669176,6.05,0.06,0,0.0,6.74,3.73,271.13,0.7,0.22,0.14,0.1,0.09,0.36,-2.3,-26.91,-56.52,-92.56,-0.04,17.744642904826573,0.03,0.8739946380697052
62,1453,2020-01-02,8.05,2020-03-31,6.35,2020_Q1,0.0,-0.56,-0.58,-3.92,-34.88,-35.51,-0.14,106.45,-37.44,紡織纖維,22.94,11.7,-0.16,1012744,3.63,0.04,0,0.0,-16.45,1.55,0.0,0.0,0.02,0.01,0.02,0.01,0.13,-8.08,8546.84,1.84,-574.07,-0.06,7.712305213723863,0.0,0.7888198757763975
63,1454,2020-01-02,7.81,2020-03-31,7.87,2020_Q1,0.0,-0.07,-0.1,0.02,-0.37,-0.4,0.26,-1480.47,5.63,紡織纖維,2.38,1.19,0.04,668860,26.84,0.37,0,0.0,3.88,6.03,66.44,0.4,0.43,0.23,0.11,0.13,0.32,-2.18,-16.89,-123.55,-152.42,0.01,7.584285693509238,0.0,1.007682458386684
64,1455,2020-01-02,8.05,2020-03-31,5.96,2020_Q1,-3.81,-0.84,-1.18,-1.91,-3.81,-3.83,0.24,-126.55,4.95,紡織纖維,1.5,0.74,0.04,1215018,28.85,0.41,0,0.0,3.68,5.95,70.01,0.64,0.88,0.33,0.09,0.14,0.29,-8.83,-39.48,-2.28,1619.82,-0.15,6.841785694871629,-0.33,0.7403726708074534
65,1456,2020-01-02,12.2,2020-03-31,7.34,2020_Q1,0.0,0.14,0.59,-0.14,6.44,8.21,-1.13,-3275.29,-182.8,紡織纖維,1.7,0.17,-0.12,1357136,76.92,3.33,0,0.0,-5.76,1.22,5.05,0.02,0.05,0.02,0.01,0.01,1.08,4.61,-43.6,-38.29,3.55,0.04,9.804107121058873,-0.08,0.6016393442622952
66,1457,2020-01-02,14.35,2020-03-31,11.1,2020_Q1,3.93,0.17,0.45,-0.47,3.93,4.37,-0.09,-198.47,12.63,紡織纖維,0.9,0.71,-0.02,-399874,61.62,1.61,0,0.0,-0.55,2.69,5.63,0.54,0.49,0.16,0.01,0.03,0.16,-4.46,-39.13,-93.2,-133.12,0.13,13.077142817633494,-0.19,0.7735191637630662
67,1459,2020-01-02,7.44,2020-03-31,5.39,2020_Q1,-6.53,-0.59,-1.38,-5.18,-6.53,-6.55,0.1,-69.75,4.56,紡織纖維,0.98,0.83,0.01,-56733,57.42,1.35,0,0.0,0.72,3.32,0.0,0.99,0.49,0.14,0.04,0.06,0.14,-18.71,-38.7,-11.4,-479.57,-0.13,6.643571436405183,-1.09,0.7244623655913978
68,1460,2020-01-02,9.15,2020-03-31,5.65,2020_Q1,0.0,-1.1,-3.28,-1.12,-8.0,-9.0,-0.16,56.67,-2.1,紡織纖維,1.1,0.31,-0.01,586941,66.43,1.98,0,0.0,-0.94,2.55,25.28,0.24,0.52,0.19,0.07,0.09,0.2,-12.82,-16.92,-453.01,-448.37,0.0,7.701607159205844,-0.31,0.6174863387978142
69,1463,2020-01-02,13.05,2020-03-31,10.3,2020_Q1,19.22,1.49,1.67,1.65,19.22,28.11,0.48,132.53,25.16,紡織纖維,8.85,7.87,0.34,1208559,10.33,0.12,0,0.0,19.17,0.0,0.0,0.6,0.16,0.09,0.04,0.05,0.32,-5.32,31.91,84.16,-17.49,-0.05,12.19749993937356,0.23,0.789272030651341
70,1464,2020-01-02,26.1,2020-03-31,16.6,2020_Q1,4.82,0.63,1.86,0.35,4.63,5.68,0.16,99.51,6.01,紡織纖維,1.17,0.8,0.01,1623745,66.45,1.98,0,0.0,0.94,2.49,4.15,0.45,0.41,0.16,0.08,0.09,0.27,17.78,10.07,13.36,-79.42,0.1,22.597321493285044,0.17,0.6360153256704981
71,1465,2020-01-02,15.4,2020-03-31,13.65,2020_Q1,0.0,-0.49,-0.59,0.01,-8.8,-9.35,0.04,-36.86,1.42,紡織纖維,7.95,7.15,0.02,1642261,17.21,0.21,0,0.0,1.04,0.42,0.61,0.29,0.07,0.04,0.09,0.03,0.3,-16.89,-35.93,-86.43,-99.46,-0.16,14.832142880984714,0.0,0.8863636363636364
